Tree_label,Lep_family,Lep_accepted_name,Host_order,Host_family,Count of Lep_accepted_name,Ordinal_Proportion*,Familial_Proportion**
BN006268_YI17V268_Nymphalidae_Charaxinae_Charaxini_Charaxes_bernardus,Nymphalidae,Charaxes bernardus,Laurales,Lauraceae,22,37.93103448,37.93103448
BN006268_YI17V268_Nymphalidae_Charaxinae_Charaxini_Charaxes_bernardus,Nymphalidae,Charaxes bernardus,Malpighiales,Euphorbiaceae,2,3.448275862,3.448275862
BN006268_YI17V268_Nymphalidae_Charaxinae_Charaxini_Charaxes_bernardus,Nymphalidae,Charaxes bernardus,Sapindales,Meliaceae,1,20.68965517,1.724137931
BN006268_YI17V268_Nymphalidae_Charaxinae_Charaxini_Charaxes_bernardus,Nymphalidae,Charaxes bernardus,Sapindales,Rutaceae,11,20.68965517,18.96551724
RF140001_X_Nymphalidae_Charaxinae_Charaxini_Charaxes_brutus_X_ME,Nymphalidae,Charaxes brutus,Malpighiales,Phyllanthaceae,5,7.462686567,7.462686567
RF140001_X_Nymphalidae_Charaxinae_Charaxini_Charaxes_brutus_X_ME,Nymphalidae,Charaxes brutus,Malvales,Malvaceae,7,10.44776119,10.44776119
RF140001_X_Nymphalidae_Charaxinae_Charaxini_Charaxes_brutus_X_ME,Nymphalidae,Charaxes brutus,Sapindales,Meliaceae,48,82.08955224,71.64179104
RF140001_X_Nymphalidae_Charaxinae_Charaxini_Charaxes_brutus_X_ME,Nymphalidae,Charaxes brutus,Sapindales,Sapindaceae,7,82.08955224,10.44776119
BN001643_LEP48085_Nymphalidae_Charaxinae_Charaxini_Charaxes_contrarius,Nymphalidae,Charaxes contrarius,Fabales,Fabaceae,7,100,100
BN006938_LEP79155_Nymphalidae_Charaxinae_Charaxini_Charaxes_jasius,Nymphalidae,Charaxes jasius,Celastrales,Celastraceae,7,13.46153846,13.46153846
BN006938_LEP79155_Nymphalidae_Charaxinae_Charaxini_Charaxes_jasius,Nymphalidae,Charaxes jasius,Ericales,Ericaceae,5,9.615384615,9.615384615
BN006938_LEP79155_Nymphalidae_Charaxinae_Charaxini_Charaxes_jasius,Nymphalidae,Charaxes jasius,Fabales,Fabaceae,18,34.61538462,34.61538462
BN006938_LEP79155_Nymphalidae_Charaxinae_Charaxini_Charaxes_jasius,Nymphalidae,Charaxes jasius,Malpighiales,Euphorbiaceae,4,7.692307692,7.692307692
BN006938_LEP79155_Nymphalidae_Charaxinae_Charaxini_Charaxes_jasius,Nymphalidae,Charaxes jasius,Malvales,Malvaceae,4,7.692307692,7.692307692
BN006938_LEP79155_Nymphalidae_Charaxinae_Charaxini_Charaxes_jasius,Nymphalidae,Charaxes jasius,Poales,Poaceae,4,7.692307692,7.692307692
BN006938_LEP79155_Nymphalidae_Charaxinae_Charaxini_Charaxes_jasius,Nymphalidae,Charaxes jasius,Rosales,Rhamnaceae,1,1.923076923,1.923076923
BN006938_LEP79155_Nymphalidae_Charaxinae_Charaxini_Charaxes_jasius,Nymphalidae,Charaxes jasius,Santalales,Santalaceae,2,3.846153846,3.846153846
BN006938_LEP79155_Nymphalidae_Charaxinae_Charaxini_Charaxes_jasius,Nymphalidae,Charaxes jasius,Sapindales,Meliaceae,1,13.46153846,1.923076923
BN006938_LEP79155_Nymphalidae_Charaxinae_Charaxini_Charaxes_jasius,Nymphalidae,Charaxes jasius,Sapindales,Rutaceae,6,13.46153846,11.53846154
SRR5175869_X_Nymphalidae_Charaxinae_Charaxini_Charaxes_varanes,Nymphalidae,Charaxes varanes,Sapindales,Anacardiaceae,11,100,25.58139535
SRR5175869_X_Nymphalidae_Charaxinae_Charaxini_Charaxes_varanes,Nymphalidae,Charaxes varanes,Sapindales,Sapindaceae,32,100,74.41860465
BN001642_LEP50447_Nymphalidae_Charaxinae_Charaxini_Charaxes_zoolina,Nymphalidae,Charaxes zoolina,Fabales,Fabaceae,22,100,100
BN004302_VL05N265_Nymphalidae_Satyrinae_Satyrini_Chazara_briseis,Nymphalidae,Chazara briseis,Poales,Poaceae,25,100,100
BN004432_DL13F035_Nymphalidae_Cyrestinae_Cyrestini_Chersonesia_rahria,Nymphalidae,Chersonesia rahria,Rosales,Moraceae,5,100,100
BN004340_BD02B798_Nymphalidae_Satyrinae_Satyrini_Chillanella_stelligera,Nymphalidae,Chillanella stelligera,Poales,Poaceae,1,100,100
BN004516_FH16Y041_Nymphalidae_Apaturinae_X_Chitoria_chrysolora,Nymphalidae,Chitoria chrysolora,Rosales,Cannabaceae,9,100,100
KW14061801_X_Nymphalidae_Satyrinae_Satyrini_Amiga_arnaca_X_ME,Nymphalidae,Chloreuptychia arnaca,Poales,Poaceae,9,100,100
BN004336_RE01H191_Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_janais,Nymphalidae,Chlosyne janais,Lamiales,Acanthaceae,12,100,100
BN004383_CN17Z010_Nymphalidae_Heliconiinae_Vagrantini_Cirrochroa_aoris,Nymphalidae,Cirrochroa aoris,Malpighiales,Achariaceae,4,100,100
BN001652_LEP40576_Nymphalidae_Heliconiinae_Vagrantini_Cirrochroa_orissa,Nymphalidae,Cirrochroa orissa,Malpighiales,Achariaceae,1,100,100
KW140701802_X_Nymphalidae_Satyrinae_Satyrini_Cissia_confusa_X_ME,Nymphalidae,Cissia confusa,Arecales,Arecaceae,10,34.48275862,34.48275862
KW140701802_X_Nymphalidae_Satyrinae_Satyrini_Cissia_confusa_X_ME,Nymphalidae,Cissia confusa,Poales,Bromeliaceae,2,34.48275862,6.896551724
KW140701802_X_Nymphalidae_Satyrinae_Satyrini_Cissia_confusa_X_ME,Nymphalidae,Cissia confusa,Poales,Cyperaceae,1,34.48275862,3.448275862
KW140701802_X_Nymphalidae_Satyrinae_Satyrini_Cissia_confusa_X_ME,Nymphalidae,Cissia confusa,Poales,Poaceae,7,34.48275862,24.13793103
KW140701802_X_Nymphalidae_Satyrinae_Satyrini_Cissia_confusa_X_ME,Nymphalidae,Cissia confusa,Zingiberales,Heliconiaceae,1,31.03448276,3.448275862
KW140701802_X_Nymphalidae_Satyrinae_Satyrini_Cissia_confusa_X_ME,Nymphalidae,Cissia confusa,Zingiberales,Marantaceae,8,31.03448276,27.5862069
KW14072104_X_Nymphalidae_Satyrinae_Satyrini_Cissia_labe_X_ME,Nymphalidae,Cissia labe,Arecales,Arecaceae,1,8.333333333,8.333333333
KW14072104_X_Nymphalidae_Satyrinae_Satyrini_Cissia_labe_X_ME,Nymphalidae,Cissia labe,Poales,Poaceae,11,91.66666667,91.66666667
LEP16935_X_Nymphalidae_Satyrinae_Satyrini_Cissia_myncea_X_ME,Nymphalidae,Cissia myncea,Poales,Poaceae,2,100,100
MGCLLOAN191_X_Nymphalidae_Satyrinae_Satyrini_Cissia_palladia_X_ME,Nymphalidae,Cissia palladia,Poales,Cyperaceae,1,100,8.333333333
MGCLLOAN191_X_Nymphalidae_Satyrinae_Satyrini_Cissia_palladia_X_ME,Nymphalidae,Cissia palladia,Poales,Poaceae,11,100,91.66666667
KW14062803_X_Nymphalidae_Satyrinae_Satyrini_Cissia_penelope_X_ME,Nymphalidae,Cissia penelope,Poales,Cyperaceae,2,100,10.52631579
KW14062803_X_Nymphalidae_Satyrinae_Satyrini_Cissia_penelope_X_ME,Nymphalidae,Cissia penelope,Poales,Poaceae,17,100,89.47368421
BN004183_DL16N093_Nymphalidae_Satyrinae_Satyrini_Coelites_nothis,Nymphalidae,Coelites nothis,Arecales,Arecaceae,2,100,100
LEP22829_X_Nymphalidae_Satyrinae_Satyrini_Coenonympha_pamphilus_X_ME,Nymphalidae,Coenonympha pamphilus,Poales,Poaceae,47,100,100
BN006922_LEP78418_Nymphalidae_Satyrinae_Satyrini_Coenyra_hebe,Nymphalidae,Coenyra hebe,Poales,Poaceae,2,100,100
BN001672_LEP41122_Nymphalidae_Nymphalinae_Coeini_Colobura_dirce,Nymphalidae,Colobura dirce,Fabales,Fabaceae,6,17.64705882,17.64705882
BN001672_LEP41122_Nymphalidae_Nymphalinae_Coeini_Colobura_dirce,Nymphalidae,Colobura dirce,Myrtales,Myrtaceae,3,8.823529412,8.823529412
BN001672_LEP41122_Nymphalidae_Nymphalinae_Coeini_Colobura_dirce,Nymphalidae,Colobura dirce,Rosales,Urticaceae,22,64.70588235,64.70588235
BN001672_LEP41122_Nymphalidae_Nymphalinae_Coeini_Colobura_dirce,Nymphalidae,Colobura dirce,Sapindales,Meliaceae,3,8.823529412,8.823529412
BN004311_RV06A361_Nymphalidae_Charaxinae_Anaeini_Consul_fabius,Nymphalidae,Consul fabius,Piperales,Piperaceae,17,100,100
LEP14866_X_Nymphalidae_Satyrinae_Satyrini_Corades_medeba_X_ME,Nymphalidae,Corades medeba,Poales,Poaceae,1,100,100
BN004461_DL16V317_Nymphalidae_Heliconiinae_Vagrantini_Cupha_erymanthis,Nymphalidae,Cupha erymanthis,Malpighiales,Euphorbiaceae,4,91.86046512,4.651162791
BN004461_DL16V317_Nymphalidae_Heliconiinae_Vagrantini_Cupha_erymanthis,Nymphalidae,Cupha erymanthis,Malpighiales,Phyllanthaceae,4,91.86046512,4.651162791
BN004461_DL16V317_Nymphalidae_Heliconiinae_Vagrantini_Cupha_erymanthis,Nymphalidae,Cupha erymanthis,Malpighiales,Salicaceae,71,91.86046512,82.55813953
BN004461_DL16V317_Nymphalidae_Heliconiinae_Vagrantini_Cupha_erymanthis,Nymphalidae,Cupha erymanthis,Sapindales,Sapindaceae,7,8.139534884,8.139534884
BN003847_RV06A549_Nymphalidae_Biblidinae_Epicaliini_Cybdelis_phaesyla,Nymphalidae,Cybdelis phaesyla,Malpighiales,Euphorbiaceae,1,100,100
BN001678_LEP40144_Nymphalidae_Satyrinae_Satyrini_Cyllopsis_pyracmon,Nymphalidae,Cyllopsis pyracmon,Poales,Poaceae,2,100,100
DJM10A349_X_Nymphalidae_Limenitidinae_Cymothoini_Cymothoe_lurida_X_ME,Nymphalidae,Cymothoe lurida,Malpighiales,Achariaceae,1,100,14.28571429
DJM10A349_X_Nymphalidae_Limenitidinae_Cymothoini_Cymothoe_lurida_X_ME,Nymphalidae,Cymothoe lurida,Malpighiales,Salicaceae,1,100,14.28571429
DJM10A349_X_Nymphalidae_Limenitidinae_Cymothoini_Cymothoe_lurida_X_ME,Nymphalidae,Cymothoe lurida,Malpighiales,Violaceae,5,100,71.42857143
BN001681_BNSZS00486_Nymphalidae_Limenitidinae_Adoliadini_Cynandra_opis,Nymphalidae,Cynandra opis,Myrtales,Melastomataceae,2,100,100
BN001689_LEP37080_Nymphalidae_Cyrestinae_Cyrestini_Cyrestis_acilia,Nymphalidae,Cyrestis acilia,Rosales,Moraceae,13,100,100
DL01P214_X_Nymphalidae_Cyrestinae_Cyrestini_Cyrestis_nivea_X_ME,Nymphalidae,Cyrestis nivea,Rosales,Moraceae,4,100,100
BN006980_LEP79223_Nymphalidae_Satyrinae_Satyrini_Daedalma_dinias,Nymphalidae,Daedalma dinias,Poales,Poaceae,1,100,100
GCA0049599151_X_Nymphalidae_Danainae_Danaini_Danaus_chrysippus,Nymphalidae,Danaus chrysippus,Gentianales,Apocynaceae,478,100,100
SRR1552522_X_Nymphalidae_Danainae_Danaini_Danaus_eresimus,Nymphalidae,Danaus eresimus,Gentianales,Apocynaceae,31,100,81.57894737
SRR1552522_X_Nymphalidae_Danainae_Danaini_Danaus_eresimus,Nymphalidae,Danaus eresimus,Gentianales,Loganiaceae,7,100,18.42105263
SRR1552521_X_Nymphalidae_Danainae_Danaini_Danaus_erippus,Nymphalidae,Danaus erippus,Gentianales,Apocynaceae,22,100,100
BN007172_LEP43439_Nymphalidae_Danainae_Danaini_Danaus_gilippus,Nymphalidae,Danaus gilippus,Gentianales,Apocynaceae,134,100,100
SRR8890683_X_Nymphalidae_Danainae_Danaini_Danaus_melanippus,Nymphalidae,Danaus melanippus,Asterales,Asteraceae,4,16,16
SRR8890683_X_Nymphalidae_Danainae_Danaini_Danaus_melanippus,Nymphalidae,Danaus melanippus,Gentianales,Apocynaceae,17,68,68
SRR8890683_X_Nymphalidae_Danainae_Danaini_Danaus_melanippus,Nymphalidae,Danaus melanippus,Lamiales,Verbenaceae,2,8,8
SRR8890683_X_Nymphalidae_Danainae_Danaini_Danaus_melanippus,Nymphalidae,Danaus melanippus,Rosales,Moraceae,2,8,8
DanausR_X_Nymphalidae_Danainae_Danaini_Danaus_plexippus,Nymphalidae,Danaus plexippus,Gentianales,Apocynaceae,346,100,100
BN006899_LEP78430_Nymphalidae_Satyrinae_Brassolini_Dasyophthalma_rusina,Nymphalidae,Dasyophthalma rusina,Arecales,Arecaceae,5,62.5,62.5
BN006899_LEP78430_Nymphalidae_Satyrinae_Brassolini_Dasyophthalma_rusina,Nymphalidae,Dasyophthalma rusina,Poales,Poaceae,3,37.5,37.5
BN006278_FH18Z054_Nymphalidae_Satyrinae_Satyrini_Davidina_armandi,Nymphalidae,Davidina armandi,Poales,Cyperaceae,1,100,100
LEP22840_X_Nymphalidae_Biblidinae_Callicorini_Diaethria_anna_X_ME,Nymphalidae,Diaethria anna,Rosales,Cannabaceae,1,100,100
BN002927_LEP36849_Nymphalidae_Biblidinae_Callicorini_Diaethria_clymena,Nymphalidae,Diaethria clymena,Malvales,Malvaceae,5,31.25,31.25
BN002927_LEP36849_Nymphalidae_Biblidinae_Callicorini_Diaethria_clymena,Nymphalidae,Diaethria clymena,Rosales,Cannabaceae,11,68.75,68.75
DL09X138_X_Nymphalidae_Pseudergolinae_Pseudergolini_Dichorragia_nesimachus_X_ME,Nymphalidae,Dichorragia nesimachus,Proteales,Sabiaceae,51,100,100
BN004856_VN16D020_Nymphalidae_Apaturinae_X_Dilipa_morgiana,Nymphalidae,Dilipa morgiana,Rosales,Cannabaceae,1,100,100
BN006920_LEP78420_Nymphalidae_Satyrinae_Dirini_Dingana_dingana,Nymphalidae,Dingana dingana,Malpighiales,Euphorbiaceae,1,16.66666667,16.66666667
BN006920_LEP78420_Nymphalidae_Satyrinae_Dirini_Dingana_dingana,Nymphalidae,Dingana dingana,Poales,Poaceae,5,83.33333333,83.33333333
BN004356_RV04I654_Nymphalidae_Heliconiinae_Heliconiini_Dione_juno,Nymphalidae,Dione juno,Malpighiales,Passifloraceae,41,100,100
BN007028_LEP79391_Nymphalidae_Satyrinae_Dirini_Dira_clytus,Nymphalidae,Dira clytus,Poales,Poaceae,28,100,100
BN001699_LEP41130_Nymphalidae_Danainae_Ithomiini_Dircenna_jemina,Nymphalidae,Dircenna jemina,Solanales,Solanaceae,1,100,100
BN004166_HD16P153_Nymphalidae_Satyrinae_Amathusiini_Discophora_celinde,Nymphalidae,Discophora celinde,Arecales,Arecaceae,3,75,75
BN004166_HD16P153_Nymphalidae_Satyrinae_Amathusiini_Discophora_celinde,Nymphalidae,Discophora celinde,Poales,Poaceae,1,25,25
BN001702_LEP35930_Nymphalidae_Nymphalinae_Kallimini_Doleschallia_bisaltide,Nymphalidae,Doleschallia bisaltide,Lamiales,Acanthaceae,84,73.68421053,77.19298246
BN001702_LEP35930_Nymphalidae_Nymphalinae_Kallimini_Doleschallia_bisaltide,Nymphalidae,Doleschallia bisaltide,Lamiales,Acanthaceae,4,3.50877193,77.19298246
BN001702_LEP35930_Nymphalidae_Nymphalinae_Kallimini_Doleschallia_bisaltide,Nymphalidae,Doleschallia bisaltide,Rosales,Moraceae,19,22.80701754,16.66666667
BN001702_LEP35930_Nymphalidae_Nymphalinae_Kallimini_Doleschallia_bisaltide,Nymphalidae,Doleschallia bisaltide,Rosales,Urticaceae,7,22.80701754,6.140350877
BN004411_DL12E025_Nymphalidae_Nymphalinae_Kallimini_Doleschallia_polibete,Nymphalidae,Doleschallia polibete,Lamiales,Acanthaceae,5,100,100
LEP19545_X_Nymphalidae_Apaturinae_X_Doxocopa_agathina_X_ME,Nymphalidae,Doxocopa agathina,Rosales,Cannabaceae,2,100,100
BN005431_LEP58526_Nymphalidae_Heliconiinae_Heliconiini_Dryadula_phaetusa,Nymphalidae,Dryadula phaetusa,Malpighiales,Passifloraceae,20,100,100
BN001706_LEP29616_Nymphalidae_Heliconiinae_Heliconiini_Dryas_iulia,Nymphalidae,Dryas iulia,Malpighiales,Passifloraceae,55,100,100
BN006910_LEP79128_Nymphalidae_Satyrinae_Haeterini_Dulcedo_polita,Nymphalidae,Dulcedo polita,Arecales,Arecaceae,7,87.5,87.5
BN006910_LEP79128_Nymphalidae_Satyrinae_Haeterini_Dulcedo_polita,Nymphalidae,Dulcedo polita,Pandanales,Cyclanthaceae,1,12.5,12.5
BN001708_LEP47829_Nymphalidae_Nymphalinae_Melitaeini_Dymasia_dymas,Nymphalidae,Dymasia dymas,Lamiales,Acanthaceae,11,100,100
LEP22836_X_Nymphalidae_Biblidinae_Eubagini_Dynamine_postverta_X_ME,Nymphalidae,Dynamine postverta,Malpighiales,Euphorbiaceae,21,100,100
BN005816_05srnp65198_Nymphalidae_Satyrinae_Brassolini_Dynastor_darius,Nymphalidae,Dynastor darius,Poales,Bromeliaceae,45,100,100
BN005576_HB18C001_Nymphalidae_Satyrinae_Satyrini_Elina_montrolii,Nymphalidae,Elina montrolii,Poales,Poaceae,2,100,100
BN001710_HD14B123_Nymphalidae_Satyrinae_Elymniini_Elymnias_hypermnestra,Nymphalidae,Elymnias hypermnestra,Arecales,Arecaceae,168,100,100
DL03X010_X_Nymphalidae_Satyrinae_Elymniini_Elymnias_nesaea_X_ME,Nymphalidae,Elymnias nesaea,Arecales,Arecaceae,23,100,100
BN001712_BNSZS00001_Nymphalidae_Satyrinae_Elymniini_Elymnias_bammakoo,Nymphalidae,Elymniopsis bammakoo,Arecales,Arecaceae,1,100,100
BN007061_RV04I777_Nymphalidae_Danainae_Ithomiini_Elzunia_pavonii,Nymphalidae,Elzunia pavonii,Gentianales,Apocynaceae,1,100,100
BN004743_AC18052_Nymphalidae_Biblidinae_Epiphilini_Epiphile_orea,Nymphalidae,Epiphile orea,Sapindales,Sapindaceae,9,100,100
BN005439_LEP58684_Nymphalidae_Danainae_Ithomiini_Episcada_salvinia,Nymphalidae,Episcada salvinia,Solanales,Solanaceae,2,100,100
BN001716_LEP53116_Nymphalidae_Danainae_Ithomiini_Epityches_eupompe,Nymphalidae,Epityches eupompe,Solanales,Solanaceae,7,100,100
LEP22822_X_Nymphalidae_Satyrinae_Satyrini_Erebia_epiphron_X_ME,Nymphalidae,Erebia epiphron,Poales,Poaceae,14,100,100
BN001719_MY2016088_Nymphalidae_Satyrinae_Satyrini_Erebia_ligea,Nymphalidae,Erebia ligea,Poales,Cyperaceae,17,100,29.8245614
BN001719_MY2016088_Nymphalidae_Satyrinae_Satyrini_Erebia_ligea,Nymphalidae,Erebia ligea,Poales,Poaceae,40,100,70.1754386
BN004304_RV06A126_Nymphalidae_Satyrinae_Satyrini_Eretris_porphyria,Nymphalidae,Eretris porphyria,Poales,Poaceae,1,100,100
BN001728_LEP32871_Nymphalidae_Satyrinae_Brassolini_Eryphanis_automedon,Nymphalidae,Eryphanis automedon,Poales,Poaceae,2,100,100
BN001730_LEP53112_Nymphalidae_Satyrinae_Satyrini_Eteona_tisiphone,Nymphalidae,Eteona tisiphone,Poales,Poaceae,1,100,100
BN007070_LEP79694_Nymphalidae_Apaturinae_X_Euapatura_mirza,Nymphalidae,Euapatura mirza,Rosales,Ulmaceae,1,100,100
BN001732_LEP53319_Nymphalidae_Heliconiinae_Heliconiini_Eueides_isabella,Nymphalidae,Eueides isabella,Malpighiales,Passifloraceae,33,100,100
BN004343_NP03R027_Nymphalidae_Biblidinae_Epicaliini_Eunica_monima,Nymphalidae,Eunica monima,Sapindales,Burseraceae,10,100,62.5
BN004343_NP03R027_Nymphalidae_Biblidinae_Epicaliini_Eunica_monima,Nymphalidae,Eunica monima,Sapindales,Rutaceae,6,100,37.5
RF140021_X_Nymphalidae_Limenitidinae_Adoliadini_Euphaedra_neophron_X_ME,Nymphalidae,Euphaedra neophron,Sapindales,Sapindaceae,26,100,100
BN001736_LEP28798_Nymphalidae_Nymphalinae_Melitaeini_Euphydryas_editha,Nymphalidae,Euphydryas editha,Lamiales,Orobanchaceae,42,100,43.75
BN001736_LEP28798_Nymphalidae_Nymphalinae_Melitaeini_Euphydryas_editha,Nymphalidae,Euphydryas editha,Lamiales,Phrymaceae,2,100,2.083333333
BN001736_LEP28798_Nymphalidae_Nymphalinae_Melitaeini_Euphydryas_editha,Nymphalidae,Euphydryas editha,Lamiales,Plantaginaceae,51,100,53.125
BN001736_LEP28798_Nymphalidae_Nymphalinae_Melitaeini_Euphydryas_editha,Nymphalidae,Euphydryas editha,Lamiales,Scrophulariaceae,1,100,1.041666667
BN004536_HD14B023_Nymphalidae_Danainae_Danaini_Euploea_phaenareta,Nymphalidae,Euploea phaenareta,Gentianales,Apocynaceae,28,93.33333333,93.33333333
BN004536_HD14B023_Nymphalidae_Danainae_Danaini_Euploea_phaenareta,Nymphalidae,Euploea phaenareta,Rosales,Moraceae,2,6.666666667,6.666666667
BN001740_LEP31454_Nymphalidae_Danainae_Danaini_Euploea_radamanthus,Nymphalidae,Euploea radamanthus,Rosales,Moraceae,1,100,100
BN001742_LEP29966_Nymphalidae_Heliconiinae_Argynnini_Euptoieta_claudia,Nymphalidae,Euptoieta claudia,Caryophyllales,Nyctaginaceae,2,9.278350515,2.06185567
BN001742_LEP29966_Nymphalidae_Heliconiinae_Argynnini_Euptoieta_claudia,Nymphalidae,Euptoieta claudia,Caryophyllales,Portulacaceae,7,9.278350515,7.216494845
BN001742_LEP29966_Nymphalidae_Heliconiinae_Argynnini_Euptoieta_claudia,Nymphalidae,Euptoieta claudia,Fabales,Fabaceae,8,8.24742268,8.24742268
BN001742_LEP29966_Nymphalidae_Heliconiinae_Argynnini_Euptoieta_claudia,Nymphalidae,Euptoieta claudia,Malpighiales,Erythroxylaceae,1,62.88659794,1.030927835
BN001742_LEP29966_Nymphalidae_Heliconiinae_Argynnini_Euptoieta_claudia,Nymphalidae,Euptoieta claudia,Malpighiales,Linaceae,13,62.88659794,13.40206186
BN001742_LEP29966_Nymphalidae_Heliconiinae_Argynnini_Euptoieta_claudia,Nymphalidae,Euptoieta claudia,Malpighiales,Ochnaceae,2,62.88659794,2.06185567
BN001742_LEP29966_Nymphalidae_Heliconiinae_Argynnini_Euptoieta_claudia,Nymphalidae,Euptoieta claudia,Malpighiales,Passifloraceae,18,62.88659794,18.55670103
BN001742_LEP29966_Nymphalidae_Heliconiinae_Argynnini_Euptoieta_claudia,Nymphalidae,Euptoieta claudia,Malpighiales,Violaceae,27,62.88659794,27.83505155
BN001742_LEP29966_Nymphalidae_Heliconiinae_Argynnini_Euptoieta_claudia,Nymphalidae,Euptoieta claudia,Ranunculales,Berberidaceae,5,9.278350515,5.154639175
BN001742_LEP29966_Nymphalidae_Heliconiinae_Argynnini_Euptoieta_claudia,Nymphalidae,Euptoieta claudia,Ranunculales,Menispermaceae,4,9.278350515,4.12371134
BN001742_LEP29966_Nymphalidae_Heliconiinae_Argynnini_Euptoieta_claudia,Nymphalidae,Euptoieta claudia,Saxifragales,Crassulaceae,10,10.30927835,10.30927835
LEP09835_X_Nymphalidae_Satyrinae_Satyrini_Optimandes_eugenia_X_ME,Nymphalidae,Euptychoides eugenia,Poales,Poaceae,1,100,100
BN001753_BNSZS00117_Nymphalidae_Limenitidinae_Adoliadini_Euriphene_amicia,Nymphalidae,Euriphene amicia,Ericales,Lecythidaceae,1,100,100
BN004455_DL16V254_Nymphalidae_Apaturinae_X_Euripus_nyctelius,Nymphalidae,Euripus nyctelius,Fabales,Fabaceae,1,9.090909091,9.090909091
BN004455_DL16V254_Nymphalidae_Apaturinae_X_Euripus_nyctelius,Nymphalidae,Euripus nyctelius,Rosales,Cannabaceae,9,90.90909091,81.81818182
BN004455_DL16V254_Nymphalidae_Apaturinae_X_Euripus_nyctelius,Nymphalidae,Euripus nyctelius,Rosales,Urticaceae,1,90.90909091,9.090909091
BN001760_BNSZS00165_Nymphalidae_Biblidinae_Biblidini_Eurytela_dryope,Nymphalidae,Eurytela dryope,Gentianales,Apocynaceae,3,5.660377358,5.660377358
BN001760_BNSZS00165_Nymphalidae_Biblidinae_Biblidini_Eurytela_dryope,Nymphalidae,Eurytela dryope,Malpighiales,Euphorbiaceae,41,77.35849057,77.35849057
BN001760_BNSZS00165_Nymphalidae_Biblidinae_Biblidini_Eurytela_dryope,Nymphalidae,Eurytela dryope,Malvales,Malvaceae,3,5.660377358,5.660377358
BN001760_BNSZS00165_Nymphalidae_Biblidinae_Biblidini_Eurytela_dryope,Nymphalidae,Eurytela dryope,Sapindales,Sapindaceae,6,11.32075472,11.32075472
BN001703_LEP47428_Nymphalidae_Limenitidinae_Adoliadini_Euthalia_evelina,Nymphalidae,Euthalia evelina,Ericales,Ebenaceae,5,48.93617021,48.93617021
BN001703_LEP47428_Nymphalidae_Limenitidinae_Adoliadini_Euthalia_evelina,Nymphalidae,Euthalia evelina,Ericales,Ebenaceae,18,48.93617021,48.93617021
BN001703_LEP47428_Nymphalidae_Limenitidinae_Adoliadini_Euthalia_evelina,Nymphalidae,Euthalia evelina,Fagales,Fagaceae,6,12.76595745,12.76595745
BN001703_LEP47428_Nymphalidae_Limenitidinae_Adoliadini_Euthalia_evelina,Nymphalidae,Euthalia evelina,Malpighiales,Clusiaceae,1,14.89361702,2.127659574
BN001703_LEP47428_Nymphalidae_Limenitidinae_Adoliadini_Euthalia_evelina,Nymphalidae,Euthalia evelina,Malpighiales,Phyllanthaceae,6,14.89361702,12.76595745
BN001703_LEP47428_Nymphalidae_Limenitidinae_Adoliadini_Euthalia_evelina,Nymphalidae,Euthalia evelina,Sapindales,Anacardiaceae,2,23.40425532,23.40425532
BN001703_LEP47428_Nymphalidae_Limenitidinae_Adoliadini_Euthalia_evelina,Nymphalidae,Euthalia evelina,Sapindales,Anacardiaceae,9,23.40425532,23.40425532
BN003532_LEP59474_Nymphalidae_Limenitidinae_Adoliadini_Euthalia_lubentina,Nymphalidae,Euthalia lubentina,Santalales,Loranthaceae,36,100,100
BN001782_HD16P208_Nymphalidae_Limenitidinae_Adoliadini_Euthaliopsis_aetion,Nymphalidae,Euthaliopsis aetion,Malpighiales,Calophyllaceae,3,100,100
BN007163_LEP79180_Nymphalidae_Danainae_Ithomiini_Eutresis_hypereia,Nymphalidae,Eutresis hypereia,Solanales,Solanaceae,1,100,100
BN006227_BM18L007_Nymphalidae_Charaxinae_Euxanthini_Euxanthe_eurinome,Nymphalidae,Euxanthe eurinome,Fabales,Fabaceae,2,13.33333333,13.33333333
BN006227_BM18L007_Nymphalidae_Charaxinae_Euxanthini_Euxanthe_eurinome,Nymphalidae,Euxanthe eurinome,Sapindales,Sapindaceae,13,86.66666667,86.66666667
BN001550_LEP34969_Nymphalidae_Limenitidinae_Adoliadini_Evena_crithea,Nymphalidae,Evena crithea,Ericales,Sapotaceae,17,80.95238095,80.95238095
BN001550_LEP34969_Nymphalidae_Limenitidinae_Adoliadini_Evena_crithea,Nymphalidae,Evena crithea,Geraniales,Francoaceae,4,19.04761905,19.04761905
BN004143_VN16D088_Nymphalidae_Satyrinae_Amathusiini_Faunis_eumeus,Nymphalidae,Faunis eumeus,Arecales,Arecaceae,6,21.42857143,21.42857143
BN004143_VN16D088_Nymphalidae_Satyrinae_Amathusiini_Faunis_eumeus,Nymphalidae,Faunis eumeus,Liliales,Smilacaceae,18,64.28571429,64.28571429
BN004143_VN16D088_Nymphalidae_Satyrinae_Amathusiini_Faunis_eumeus,Nymphalidae,Faunis eumeus,Pandanales,Pandanaceae,4,14.28571429,14.28571429
MGCLLOAN050_X_Nymphalidae_Satyrinae_Satyrini_Forsterinaria_pronophila_X_ME,Nymphalidae,Forsterinaria pronophila,Poales,Poaceae,1,100,100
