Tree_label	Lep_family	Lep_accepted_name	PD	Num.families	mpd.obs	mpd.rand.mean	mpd.rand.sd	mpd.obs.rank	mpd.obs.z	mpd.obs.p	mntd.obs	mntd.rand.mean	mntd.rand.sd	mntd.obs.rank	mntd.obs.z	mntd.obs.p	PD.atLeast1source	Num.families.atLeast1source	mpd.obs.atLeast1source	mpd.rand.mean.atLeast1source	mpd.rand.sd.atLeast1source	mpd.obs.rank.atLeast1source	mpd.obs.z.atLeast1source	mpd.obs.p.atLeast1source	mntd.obs.atLeast1source	mntd.rand.mean.atLeast1source	mntd.rand.sd.atLeast1source	mntd.obs.rank.atLeast1source	mntd.obs.z.atLeast1source	mntd.obs.p.atLeast1source																		
BN006268_YI17V268_Nymphalidae_Charaxinae_Charaxini_Charaxes_bernardus	Nymphalidae	Charaxes bernardus	764.607346	5	247.430905	278.9426569	65.20707694	22	-0.483256624	0.22	230.1436568	239.964456	37.02846553	45	-0.265222958	0.45	695.327616	4	253.3463752	274.6633233	63.4914435	36	-0.335745212	0.36	242.8175148	250.0405118	45.84367479	60	-0.157557114	0.6																		
RF140001_X_Nymphalidae_Charaxinae_Charaxini_Charaxes_brutus_X_ME	Nymphalidae	Charaxes brutus	627.036869	4	214.467745	265.8480126	50.76268575	1	-1.01216606	0.01	190.5672818	244.7356881	41.62980336	8	-1.301192943	0.08	627.036869	4	214.467745	267.3180318	59.80889078	1	-0.883652683	0.01	190.5672818	249.1780569	42.03490995	4	-1.394335688	0.04																		
BN001643_LEP48085_Nymphalidae_Charaxinae_Charaxini_Charaxes_contrarius	Nymphalidae	Charaxes contrarius	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	325.050502	1	192	277.5629072	106.4667294	4	-0.803658642	0.04	192	271.079971	90.55617358	5	-0.873269793	0.05																		
BN006938_LEP79155_Nymphalidae_Charaxinae_Charaxini_Charaxes_jasius	Nymphalidae	Charaxes jasius	1338.554481	10	243.8157108	277.8833251	47.84023503	13	-0.712112183	0.13	223.4564974	223.4237867	26.25680798	53	0.001245797	0.53	1156.572901	8	246.8258692	268.0180701	39.99690452	22	-0.529846026	0.22	225.9052906	230.3305804	31.98272546	49	-0.138364998	0.49																		
SRR5175869_X_Nymphalidae_Charaxinae_Charaxini_Charaxes_varanes	Nymphalidae	Charaxes varanes	404.967844	2	159.835279	257.9703888	61.56247548	2	-1.594073484	0.02	159.835279	265.6231236	92.75480717	3	-1.140510641	0.03	404.967844	2	159.835279	261.5607556	72.43096821	2	-1.404447285	0.02	159.835279	274.4674906	108.8821324	4	-1.052810126	0.04																		
BN001642_LEP50447_Nymphalidae_Charaxinae_Charaxini_Charaxes_zoolina	Nymphalidae	Charaxes zoolina	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	325.050502	1	192	277.5629072	106.4667294	4	-0.803658642	0.04	192	271.079971	90.55617358	5	-0.873269793	0.05																		
BN004302_VL05N265_Nymphalidae_Satyrinae_Satyrini_Chazara_briseis	Nymphalidae	Chazara briseis	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN004432_DL13F035_Nymphalidae_Cyrestinae_Cyrestini_Chersonesia_rahria	Nymphalidae	Chersonesia rahria	325.050862	1	84.9278	296.2446802	127.5391015	1	-1.656879167	0.01	84.9278	260.5485392	58.64510628	1	-2.994635875	0.01	325.050862	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN004340_BD02B798_Nymphalidae_Satyrinae_Satyrini_Chillanella_stelligera	Nymphalidae	Chillanella stelligera	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN004516_FH16Y041_Nymphalidae_Apaturinae_X_Chitoria_chrysolora	Nymphalidae	Chitoria chrysolora	325.050872	1	142.37061	268.1530754	92.5625558	3	-1.358891447	0.03	142.37061	276.6495338	96.91061362	1	-1.385595641	0.01	325.050872	1	142.37061	281.9932121	111.6393782	1	-1.250657288	0.01	142.37061	272.2502307	99.498093	2	-1.30534784	0.02																		
KW14061801_X_Nymphalidae_Satyrinae_Satyrini_Amiga_arnaca_X_ME	Nymphalidae	Chloreuptychia arnaca	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN004336_RE01H191_Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_janais	Nymphalidae	Chlosyne janais	325.049922	1	69.4758	267.8434632	106.2759763	3	-1.866533435	0.03	69.4758	254.6821017	45.77850009	1	-4.04570489	0.01	325.049922	1	69.4758	265.9516329	70.68433248	1	-2.779623518	0.01	69.4758	285.4768077	118.6120086	1	-1.821071999	0.01																		
BN004383_CN17Z010_Nymphalidae_Heliconiinae_Vagrantini_Cirrochroa_aoris	Nymphalidae	Cirrochroa aoris	325.050678	1	129.876	276.1191175	96.84967965	1	-1.510001045	0.01	129.876	273.4942913	97.86825021	1	-1.467465608	0.01	325.050678	1	129.876	281.7912988	104.5509116	1	-1.453027013	0.01	129.876	261.6180839	73.71583818	2	-1.787161174	0.02																		
BN001652_LEP40576_Nymphalidae_Heliconiinae_Vagrantini_Cirrochroa_orissa	Nymphalidae	Cirrochroa orissa	325.050678	1	129.876	276.1191175	96.84967965	1	-1.510001045	0.01	129.876	273.4942913	97.86825021	1	-1.467465608	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
KW140701802_X_Nymphalidae_Satyrinae_Satyrini_Cissia_confusa_X_ME	Nymphalidae	Cissia confusa	779.463122	6	200.996044	265.5374645	42.97795698	1	-1.501733098	0.01	165.390235	238.609952	35.66149269	1	-2.053187108	0.01	630.970222	4	208.7071283	278.8692548	72.1207797	1	-0.97284204	0.01	199.184935	245.869641	41.27217447	8	-1.131142388	0.08																		
KW14072104_X_Nymphalidae_Satyrinae_Satyrini_Cissia_labe_X_ME	Nymphalidae	Cissia labe	431.784452	2	213.46789	261.5047428	72.74040673	7	-0.660387465	0.07	213.46789	300.4136763	131.814826	5	-0.659605516	0.05	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
LEP16935_X_Nymphalidae_Satyrinae_Satyrini_Cissia_myncea_X_ME	Nymphalidae	Cissia myncea	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
MGCLLOAN191_X_Nymphalidae_Satyrinae_Satyrini_Cissia_palladia_X_ME	Nymphalidae	Cissia palladia	418.872232	2	187.64298	258.5362893	61.37136323	3	-1.155152917	0.03	187.64298	287.8263409	116.4519711	1	-0.860297683	0.01	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
KW14062803_X_Nymphalidae_Satyrinae_Satyrini_Cissia_penelope_X_ME	Nymphalidae	Cissia penelope	418.872232	2	187.64298	258.5362893	61.37136323	3	-1.155152917	0.03	187.64298	287.8263409	116.4519711	1	-0.860297683	0.01	418.872232	2	187.64298	270.7973277	92.0498477	4	-0.903362143	0.04	187.64298	265.4062759	83.33122805	4	-0.933183126	0.04																		
BN004183_DL16N093_Nymphalidae_Satyrinae_Satyrini_Coelites_nothis	Nymphalidae	Coelites nothis	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	325.050282	1	99.1432	266.1847499	96.44244036	3	-1.732033628	0.03	99.1432	274.82033	99.58683424	2	-1.764059791	0.02																		
LEP22829_X_Nymphalidae_Satyrinae_Satyrini_Coenonympha_pamphilus_X_ME	Nymphalidae	Coenonympha pamphilus	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN006922_LEP78418_Nymphalidae_Satyrinae_Satyrini_Coenyra_hebe	Nymphalidae	Coenyra hebe	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN001672_LEP41122_Nymphalidae_Nymphalinae_Coeini_Colobura_dirce	Nymphalidae	Colobura dirce	672.709604	4	234.4656265	276.7339873	72.41540035	11	-0.583692979	0.11	229.0803445	246.0101221	41.43958521	31	-0.408541195	0.31	672.709604	4	234.4656265	274.914948	71.34638314	11	-0.566942845	0.11	229.0803445	245.3109573	38.94597592	22	-0.416746851	0.22																		
BN004311_RV06A361_Nymphalidae_Charaxinae_Anaeini_Consul_fabius	Nymphalidae	Consul fabius	325.05077	1	101.5972	275.0119001	99.74149095	2	-1.738641546	0.02	101.5972	257.810997	60.17208759	1	-2.596117291	0.01	325.05077	1	101.5972	262.0819852	58.71385746	1	-2.733337445	0.01	101.5972	261.2296369	61.12858117	1	-2.611420613	0.01																		
LEP14866_X_Nymphalidae_Satyrinae_Satyrini_Corades_medeba_X_ME	Nymphalidae	Corades medeba	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN004461_DL16V317_Nymphalidae_Heliconiinae_Vagrantini_Cupha_erymanthis	Nymphalidae	Cupha erymanthis	641.14919	4	218.621495	266.5614722	56.36783871	3	-0.850484572	0.03	205.504995	245.2579681	45.33314151	14	-0.876907529	0.14	641.14919	4	218.621495	262.9630044	50.64061385	5	-0.875611609	0.05	205.504995	245.5762996	45.89554253	15	-0.87309796	0.15																		
BN003847_RV06A549_Nymphalidae_Biblidinae_Epicaliini_Cybdelis_phaesyla	Nymphalidae	Cybdelis phaesyla	325.050651	1	123.7924	272.6642312	91.88160599	2	-1.620257173	0.02	123.7924	279.6619548	101.2440154	1	-1.539543392	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN001678_LEP40144_Nymphalidae_Satyrinae_Satyrini_Cyllopsis_pyracmon	Nymphalidae	Cyllopsis pyracmon	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
DJM10A349_X_Nymphalidae_Limenitidinae_Cymothoini_Cymothoe_lurida_X_ME	Nymphalidae	Cymothoe lurida	509.413498	3	185.8165733	279.8938674	89.07818108	1	-1.05612051	0.01	182.9090867	253.5797335	44.58262151	3	-1.585161312	0.03	325.050678	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN001681_BNSZS00486_Nymphalidae_Limenitidinae_Adoliadini_Cynandra_opis	Nymphalidae	Cynandra opis	325.050735	1	88.4818	269.9847631	90.83492974	1	-1.998162641	0.01	88.4818	265.0493023	94.55331608	2	-1.867385615	0.02	325.050735	1	88.4818	273.4804369	89.52917624	1	-2.066350263	0.01	88.4818	260.8632358	84.68658511	1	-2.03552234	0.01																		
BN001689_LEP37080_Nymphalidae_Cyrestinae_Cyrestini_Cyrestis_acilia	Nymphalidae	Cyrestis acilia	325.050862	1	84.9278	296.2446802	127.5391015	1	-1.656879167	0.01	84.9278	260.5485392	58.64510628	1	-2.994635875	0.01	325.050862	1	84.9278	264.250337	84.10291306	1	-2.132179856	0.01	84.9278	265.2661286	92.88068099	1	-1.941612903	0.01																		
DL01P214_X_Nymphalidae_Cyrestinae_Cyrestini_Cyrestis_nivea_X_ME	Nymphalidae	Cyrestis nivea	325.050862	1	84.9278	296.2446802	127.5391015	1	-1.656879167	0.01	84.9278	260.5485392	58.64510628	1	-2.994635875	0.01	325.050862	1	84.9278	264.250337	84.10291306	1	-2.132179856	0.01	84.9278	265.2661286	92.88068099	1	-1.941612903	0.01																		
BN006980_LEP79223_Nymphalidae_Satyrinae_Satyrini_Daedalma_dinias	Nymphalidae	Daedalma dinias	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
GCA0049599151_X_Nymphalidae_Danainae_Danaini_Danaus_chrysippus	Nymphalidae	Danaus chrysippus	325.050552	1	61.789	285.9748082	110.937476	1	-2.020830258	0.01	61.789	277.1387464	106.3731307	1	-2.024475025	0.01	325.050552	1	61.789	275.614319	98.8463866	1	-2.16320825	0.01	61.789	269.3124499	101.3552239	1	-2.047486472	0.01																		
SRR1552522_X_Nymphalidae_Danainae_Danaini_Danaus_eresimus	Nymphalidae	Danaus eresimus	385.098052	2	126.8333	269.1173377	102.9545458	3.5	-1.382008309	0.035	126.8333	274.3087452	99.84379266	2	-1.47706173	0.02	385.098052	2	126.8333	289.059987	116.1513042	1	-1.396684162	0.01	126.8333	283.8573674	122.4141018	1	-1.282728583	0.01																		
SRR1552521_X_Nymphalidae_Danainae_Danaini_Danaus_erippus	Nymphalidae	Danaus erippus	325.050552	1	61.789	285.9748082	110.937476	1	-2.020830258	0.01	61.789	277.1387464	106.3731307	1	-2.024475025	0.01	325.050552	1	61.789	275.614319	98.8463866	1	-2.16320825	0.01	61.789	269.3124499	101.3552239	1	-2.047486472	0.01																		
BN007172_LEP43439_Nymphalidae_Danainae_Danaini_Danaus_gilippus	Nymphalidae	Danaus gilippus	325.050552	1	61.789	285.9748082	110.937476	1	-2.020830258	0.01	61.789	277.1387464	106.3731307	1	-2.024475025	0.01	325.050552	1	61.789	275.614319	98.8463866	1	-2.16320825	0.01	61.789	269.3124499	101.3552239	1	-2.047486472	0.01																		
SRR8890683_X_Nymphalidae_Danainae_Danaini_Danaus_melanippus	Nymphalidae	Danaus melanippus	645.278466	4	222.2299637	277.0911177	72.73098291	6	-0.754302387	0.06	199.8235865	248.7019598	38.51792536	7	-1.26897731	0.07	645.278466	4	222.2299637	272.5492524	70.96083539	8	-0.709113533	0.08	199.8235865	242.8858368	36.25752196	7	-1.1876777	0.07																		
DanausR_X_Nymphalidae_Danainae_Danaini_Danaus_plexippus	Nymphalidae	Danaus plexippus	325.050552	1	61.789	285.9748082	110.937476	1	-2.020830258	0.01	61.789	277.1387464	106.3731307	1	-2.024475025	0.01	325.050552	1	61.789	275.614319	98.8463866	1	-2.16320825	0.01	61.789	269.3124499	101.3552239	1	-2.047486472	0.01																		
BN006899_LEP78430_Nymphalidae_Satyrinae_Brassolini_Dasyophthalma_rusina	Nymphalidae	Dasyophthalma rusina	431.784452	2	213.46789	261.5047428	72.74040673	7	-0.660387465	0.07	213.46789	300.4136763	131.814826	5	-0.659605516	0.05	431.784452	2	213.46789	278.018079	97.03703133	3	-0.66521191	0.03	213.46789	268.5086493	91.67652329	5	-0.60038009	0.05																		
BN006278_FH18Z054_Nymphalidae_Satyrinae_Satyrini_Davidina_armandi	Nymphalidae	Davidina armandi	325.050752	1	89.2401	261.6434252	60.01551743	1	-2.872645818	0.01	89.2401	280.9192883	112.6336429	1	-1.701793384	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
LEP22840_X_Nymphalidae_Biblidinae_Callicorini_Diaethria_anna_X_ME	Nymphalidae	Diaethria anna	325.050872	1	142.37061	268.1530754	92.5625558	3	-1.358891447	0.03	142.37061	276.6495338	96.91061362	1	-1.385595641	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN002927_LEP36849_Nymphalidae_Biblidinae_Callicorini_Diaethria_clymena	Nymphalidae	Diaethria clymena	443.629925	2	237.158383	262.4218897	95.66677789	32	-0.26407816	0.32	237.158383	273.4116013	94.99545693	20	-0.381631075	0.2	443.629925	2	237.158383	274.3285053	98.74032894	21	-0.376443169	0.21	237.158383	289.4405837	115.7932076	16	-0.451513537	0.16																		
DL09X138_X_Nymphalidae_Pseudergolinae_Pseudergolini_Dichorragia_nesimachus_X_ME	Nymphalidae	Dichorragia nesimachus	325.050662	1	136.383	267.5771089	81.00723472	1	-1.619535704	0.01	136.383	272.3842527	99.76728863	1	-1.363184813	0.01	325.050662	1	136.383	277.8528628	105.8709272	2	-1.336248454	0.02	136.383	276.1507011	97.0496194	1	-1.440167432	0.01																		
BN004856_VN16D020_Nymphalidae_Apaturinae_X_Dilipa_morgiana	Nymphalidae	Dilipa morgiana	325.050872	1	142.37061	268.1530754	92.5625558	3	-1.358891447	0.03	142.37061	276.6495338	96.91061362	1	-1.385595641	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN006920_LEP78420_Nymphalidae_Satyrinae_Dirini_Dingana_dingana	Nymphalidae	Dingana dingana	460.809261	2	271.517039	270.9509329	91.77171231	71	0.006168634	0.71	271.517039	294.0853042	128.2395551	71	-0.175985211	0.71	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN004356_RV04I654_Nymphalidae_Heliconiinae_Heliconiini_Dione_juno	Nymphalidae	Dione juno	325.050658	1	116.5963	291.6283531	115.1303851	1	-1.520294168	0.01	116.5963	254.3942046	64.64503596	3	-2.131608446	0.03	325.050658	1	116.5963	278.7618459	105.6259293	1	-1.535281601	0.01	116.5963	273.2006325	100.2347971	2	-1.562374915	0.02																		
BN007028_LEP79391_Nymphalidae_Satyrinae_Dirini_Dira_clytus	Nymphalidae	Dira clytus	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN001699_LEP41130_Nymphalidae_Danainae_Ithomiini_Dircenna_jemina	Nymphalidae	Dircenna jemina	325.050802	1	79.32	268.0183945	81.10640531	1	-2.326553541	0.01	79.32	278.6928716	106.9361608	1	-1.864410225	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN004166_HD16P153_Nymphalidae_Satyrinae_Amathusiini_Discophora_celinde	Nymphalidae	Discophora celinde	431.784452	2	213.46789	261.5047428	72.74040673	7	-0.660387465	0.07	213.46789	300.4136763	131.814826	5	-0.659605516	0.05	325.050282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN001702_LEP35930_Nymphalidae_Nymphalinae_Kallimini_Doleschallia_bisaltide	Nymphalidae	Doleschallia bisaltide	517.296632	3	207.2106133	276.010091	88.06914065	3	-0.781198467	0.03	172.11774	248.5808458	38.69240176	1	-1.976178845	0.01	517.296632	3	207.2106133	268.038231	66.07265989	4	-0.920617057	0.04	172.11774	250.9992459	49.46333255	5	-1.594747095	0.05																		
BN004411_DL12E025_Nymphalidae_Nymphalinae_Kallimini_Doleschallia_polibete	Nymphalidae	Doleschallia polibete	325.049922	1	69.4758	267.8434632	106.2759763	3	-1.866533435	0.03	69.4758	254.6821017	45.77850009	1	-4.04570489	0.01	325.049922	1	69.4758	265.9516329	70.68433248	1	-2.779623518	0.01	69.4758	285.4768077	118.6120086	1	-1.821071999	0.01																		
LEP19545_X_Nymphalidae_Apaturinae_X_Doxocopa_agathina_X_ME	Nymphalidae	Doxocopa agathina	325.050872	1	142.37061	268.1530754	92.5625558	3	-1.358891447	0.03	142.37061	276.6495338	96.91061362	1	-1.385595641	0.01	325.050872	1	142.37061	281.9932121	111.6393782	1	-1.250657288	0.01	142.37061	272.2502307	99.498093	2	-1.30534784	0.02																		
BN005431_LEP58526_Nymphalidae_Heliconiinae_Heliconiini_Dryadula_phaetusa	Nymphalidae	Dryadula phaetusa	325.050658	1	116.5963	291.6283531	115.1303851	1	-1.520294168	0.01	116.5963	254.3942046	64.64503596	3	-2.131608446	0.03	325.050658	1	116.5963	278.7618459	105.6259293	1	-1.535281601	0.01	116.5963	273.2006325	100.2347971	2	-1.562374915	0.02																		
BN001706_LEP29616_Nymphalidae_Heliconiinae_Heliconiini_Dryas_iulia	Nymphalidae	Dryas iulia	325.050658	1	116.5963	291.6283531	115.1303851	1	-1.520294168	0.01	116.5963	254.3942046	64.64503596	3	-2.131608446	0.03	325.050658	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN006910_LEP79128_Nymphalidae_Satyrinae_Haeterini_Dulcedo_polita	Nymphalidae	Dulcedo polita	444.822632	2	239.54415	271.3098609	90.26627871	24	-0.35191116	0.24	239.54415	287.0255139	117.7855541	24	-0.40311704	0.24	325.050282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN001708_LEP47829_Nymphalidae_Nymphalinae_Melitaeini_Dymasia_dymas	Nymphalidae	Dymasia dymas	325.049922	1	69.4758	267.8434632	106.2759763	3	-1.866533435	0.03	69.4758	254.6821017	45.77850009	1	-4.04570489	0.01	325.049922	1	69.4758	265.9516329	70.68433248	1	-2.779623518	0.01	69.4758	285.4768077	118.6120086	1	-1.821071999	0.01																		
LEP22836_X_Nymphalidae_Biblidinae_Eubagini_Dynamine_postverta_X_ME	Nymphalidae	Dynamine postverta	325.050651	1	123.7924	272.6642312	91.88160599	2	-1.620257173	0.02	123.7924	279.6619548	101.2440154	1	-1.539543392	0.01	325.050651	1	123.7924	270.749193	90.7738576	1	-1.618932994	0.01	123.7924	282.9545374	112.3572895	2	-1.416571529	0.02																		
BN005816_05srnp65198_Nymphalidae_Satyrinae_Brassolini_Dynastor_darius	Nymphalidae	Dynastor darius	325.051232	1	63.5784	295.4120291	128.5725013	1	-1.803135405	0.01	63.5784	269.4707314	92.13504554	1	-2.234679868	0.01	325.051232	1	63.5784	284.0619712	102.7708821	1	-2.145389497	0.01	63.5784	257.2353235	78.14042576	1	-2.478319278	0.01																		
BN005576_HB18C001_Nymphalidae_Satyrinae_Satyrini_Elina_montrolii	Nymphalidae	Elina montrolii	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN001710_HD14B123_Nymphalidae_Satyrinae_Elymniini_Elymnias_hypermnestra	Nymphalidae	Elymnias hypermnestra	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	325.050282	1	99.1432	266.1847499	96.44244036	3	-1.732033628	0.03	99.1432	274.82033	99.58683424	2	-1.764059791	0.02																		
DL03X010_X_Nymphalidae_Satyrinae_Elymniini_Elymnias_nesaea_X_ME	Nymphalidae	Elymnias nesaea	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	325.050282	1	99.1432	266.1847499	96.44244036	3	-1.732033628	0.03	99.1432	274.82033	99.58683424	2	-1.764059791	0.02																		
BN001712_BNSZS00001_Nymphalidae_Satyrinae_Elymniini_Elymnias_bammakoo	Nymphalidae	Elymniopsis bammakoo	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN007061_RV04I777_Nymphalidae_Danainae_Ithomiini_Elzunia_pavonii	Nymphalidae	Elzunia pavonii	325.050552	1	61.789	285.9748082	110.937476	1	-2.020830258	0.01	61.789	277.1387464	106.3731307	1	-2.024475025	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN004743_AC18052_Nymphalidae_Biblidinae_Epiphilini_Epiphile_orea	Nymphalidae	Epiphile orea	325.050844	1	121.5324	257.0776972	63.14409439	2	-2.146602916	0.02	121.5324	275.3480221	97.66303439	1	-1.574962554	0.01	325.050844	1	121.5324	267.3146204	81.11718387	1	-1.797180492	0.01	121.5324	266.4394297	81.66041077	1	-1.774507724	0.01																		
BN005439_LEP58684_Nymphalidae_Danainae_Ithomiini_Episcada_salvinia	Nymphalidae	Episcada salvinia	325.050802	1	79.32	268.0183945	81.10640531	1	-2.326553541	0.01	79.32	278.6928716	106.9361608	1	-1.864410225	0.01	325.050802	1	79.32	266.3433661	87.19689698	1	-2.144839697	0.01	79.32	269.9699549	91.35026056	1	-2.087021468	0.01																		
BN001716_LEP53116_Nymphalidae_Danainae_Ithomiini_Epityches_eupompe	Nymphalidae	Epityches eupompe	325.050802	1	79.32	268.0183945	81.10640531	1	-2.326553541	0.01	79.32	278.6928716	106.9361608	1	-1.864410225	0.01	325.050802	1	79.32	266.3433661	87.19689698	1	-2.144839697	0.01	79.32	269.9699549	91.35026056	1	-2.087021468	0.01																		
LEP22822_X_Nymphalidae_Satyrinae_Satyrini_Erebia_epiphron_X_ME	Nymphalidae	Erebia epiphron	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN001719_MY2016088_Nymphalidae_Satyrinae_Satyrini_Erebia_ligea	Nymphalidae	Erebia ligea	418.872232	2	187.64298	258.5362893	61.37136323	3	-1.155152917	0.03	187.64298	287.8263409	116.4519711	1	-0.860297683	0.01	418.872232	2	187.64298	270.7973277	92.0498477	4	-0.903362143	0.04	187.64298	265.4062759	83.33122805	4	-0.933183126	0.04																		
BN004304_RV06A126_Nymphalidae_Satyrinae_Satyrini_Eretris_porphyria	Nymphalidae	Eretris porphyria	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN001728_LEP32871_Nymphalidae_Satyrinae_Brassolini_Eryphanis_automedon	Nymphalidae	Eryphanis automedon	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN001730_LEP53112_Nymphalidae_Satyrinae_Satyrini_Eteona_tisiphone	Nymphalidae	Eteona tisiphone	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN007070_LEP79694_Nymphalidae_Apaturinae_X_Euapatura_mirza	Nymphalidae	Euapatura mirza	325.050862	1	148.3419	278.5701029	105.3308628	1	-1.236372696	0.01	148.3419	278.9986658	106.8935959	3	-1.222306769	0.03	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
