Tree_label	Lep_family	Lep_accepted_name	PD	Num.families	mpd.obs	mpd.rand.mean	mpd.rand.sd	mpd.obs.rank	mpd.obs.z	mpd.obs.p	mntd.obs	mntd.rand.mean	mntd.rand.sd	mntd.obs.rank	mntd.obs.z	mntd.obs.p
BN004321_JT10K020_Nymphalidae_Heliconiinae_Acraeini_Cethosia_cydippe	Nymphalidae	Cethosia cydippe	448.785258	2	247.469446	285.417507	128.2609853	47	-0.295865971	0.47	247.469446	260.5678306	85.82636383	56	-0.152614931	0.56
BN006309_N14242_Nymphalidae_Limenitidinae_Limenitidini_Chalinga_elwesi	Nymphalidae	Chalinga elwesi	325.0504	1	83.3911	267.7289821	80.42845441	1	-2.291948583	0.01	83.3911	275.5737466	88.78443096	1	-2.164598505	0.01
BN006268_YI17V268_Nymphalidae_Charaxinae_Charaxini_Charaxes_bernardus	Nymphalidae	Charaxes bernardus	764.607346	5	247.430905	278.9426569	65.20707694	22	-0.483256624	0.22	230.1436568	239.964456	37.02846553	45	-0.265222958	0.45
RF140001_X_Nymphalidae_Charaxinae_Charaxini_Charaxes_brutus_X_ME	Nymphalidae	Charaxes brutus	627.036869	4	214.467745	265.8480126	50.76268575	1	-1.01216606	0.01	190.5672818	244.7356881	41.62980336	8	-1.301192943	0.08
BN001643_LEP48085_Nymphalidae_Charaxinae_Charaxini_Charaxes_contrarius	Nymphalidae	Charaxes contrarius	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04
BN006938_LEP79155_Nymphalidae_Charaxinae_Charaxini_Charaxes_jasius	Nymphalidae	Charaxes jasius	1338.554481	10	243.8157108	277.8833251	47.84023503	13	-0.712112183	0.13	223.4564974	223.4237867	26.25680798	53	0.001245797	0.53
SRR5175869_X_Nymphalidae_Charaxinae_Charaxini_Charaxes_varanes	Nymphalidae	Charaxes varanes	404.967844	2	159.835279	257.9703888	61.56247548	2	-1.594073484	0.02	159.835279	265.6231236	92.75480717	3	-1.140510641	0.03
BN001642_LEP50447_Nymphalidae_Charaxinae_Charaxini_Charaxes_zoolina	Nymphalidae	Charaxes zoolina	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04
BN004302_VL05N265_Nymphalidae_Satyrinae_Satyrini_Chazara_briseis	Nymphalidae	Chazara briseis	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN004432_DL13F035_Nymphalidae_Cyrestinae_Cyrestini_Chersonesia_rahria	Nymphalidae	Chersonesia rahria	325.050862	1	84.9278	296.2446802	127.5391015	1	-1.656879167	0.01	84.9278	260.5485392	58.64510628	1	-2.994635875	0.01
BN004340_BD02B798_Nymphalidae_Satyrinae_Satyrini_Chillanella_stelligera	Nymphalidae	Chillanella stelligera	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN004516_FH16Y041_Nymphalidae_Apaturinae_X_Chitoria_chrysolora	Nymphalidae	Chitoria chrysolora	325.050872	1	142.37061	268.1530754	92.5625558	3	-1.358891447	0.03	142.37061	276.6495338	96.91061362	1	-1.385595641	0.01
KW14061801_X_Nymphalidae_Satyrinae_Satyrini_Amiga_arnaca_X_ME	Nymphalidae	Chloreuptychia arnaca	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN004336_RE01H191_Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_janais	Nymphalidae	Chlosyne janais	325.049922	1	69.4758	267.8434632	106.2759763	3	-1.866533435	0.03	69.4758	254.6821017	45.77850009	1	-4.04570489	0.01
BN004383_CN17Z010_Nymphalidae_Heliconiinae_Vagrantini_Cirrochroa_aoris	Nymphalidae	Cirrochroa aoris	325.050678	1	129.876	276.1191175	96.84967965	1	-1.510001045	0.01	129.876	273.4942913	97.86825021	1	-1.467465608	0.01
BN001652_LEP40576_Nymphalidae_Heliconiinae_Vagrantini_Cirrochroa_orissa	Nymphalidae	Cirrochroa orissa	325.050678	1	129.876	276.1191175	96.84967965	1	-1.510001045	0.01	129.876	273.4942913	97.86825021	1	-1.467465608	0.01
KW140701802_X_Nymphalidae_Satyrinae_Satyrini_Cissia_confusa_X_ME	Nymphalidae	Cissia confusa	779.463122	6	200.996044	265.5374645	42.97795698	1	-1.501733098	0.01	165.390235	238.609952	35.66149269	1	-2.053187108	0.01
KW14072104_X_Nymphalidae_Satyrinae_Satyrini_Cissia_labe_X_ME	Nymphalidae	Cissia labe	431.784452	2	213.46789	261.5047428	72.74040673	7	-0.660387465	0.07	213.46789	300.4136763	131.814826	5	-0.659605516	0.05
LEP16935_X_Nymphalidae_Satyrinae_Satyrini_Cissia_myncea_X_ME	Nymphalidae	Cissia myncea	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
MGCLLOAN191_X_Nymphalidae_Satyrinae_Satyrini_Cissia_palladia_X_ME	Nymphalidae	Cissia palladia	418.872232	2	187.64298	258.5362893	61.37136323	3	-1.155152917	0.03	187.64298	287.8263409	116.4519711	1	-0.860297683	0.01
KW14062803_X_Nymphalidae_Satyrinae_Satyrini_Cissia_penelope_X_ME	Nymphalidae	Cissia penelope	418.872232	2	187.64298	258.5362893	61.37136323	3	-1.155152917	0.03	187.64298	287.8263409	116.4519711	1	-0.860297683	0.01
BN004183_DL16N093_Nymphalidae_Satyrinae_Satyrini_Coelites_nothis	Nymphalidae	Coelites nothis	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
LEP22829_X_Nymphalidae_Satyrinae_Satyrini_Coenonympha_pamphilus_X_ME	Nymphalidae	Coenonympha pamphilus	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN006922_LEP78418_Nymphalidae_Satyrinae_Satyrini_Coenyra_hebe	Nymphalidae	Coenyra hebe	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN001672_LEP41122_Nymphalidae_Nymphalinae_Coeini_Colobura_dirce	Nymphalidae	Colobura dirce	672.709604	4	234.4656265	276.7339873	72.41540035	11	-0.583692979	0.11	229.0803445	246.0101221	41.43958521	31	-0.408541195	0.31
BN004311_RV06A361_Nymphalidae_Charaxinae_Anaeini_Consul_fabius	Nymphalidae	Consul fabius	325.05077	1	101.5972	275.0119001	99.74149095	2	-1.738641546	0.02	101.5972	257.810997	60.17208759	1	-2.596117291	0.01
LEP14866_X_Nymphalidae_Satyrinae_Satyrini_Corades_medeba_X_ME	Nymphalidae	Corades medeba	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN004461_DL16V317_Nymphalidae_Heliconiinae_Vagrantini_Cupha_erymanthis	Nymphalidae	Cupha erymanthis	641.14919	4	218.621495	266.5614722	56.36783871	3	-0.850484572	0.03	205.504995	245.2579681	45.33314151	14	-0.876907529	0.14
BN003847_RV06A549_Nymphalidae_Biblidinae_Epicaliini_Cybdelis_phaesyla	Nymphalidae	Cybdelis phaesyla	325.050651	1	123.7924	272.6642312	91.88160599	2	-1.620257173	0.02	123.7924	279.6619548	101.2440154	1	-1.539543392	0.01
BN001678_LEP40144_Nymphalidae_Satyrinae_Satyrini_Cyllopsis_pyracmon	Nymphalidae	Cyllopsis pyracmon	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
DJM10A349_X_Nymphalidae_Limenitidinae_Cymothoini_Cymothoe_lurida_X_ME	Nymphalidae	Cymothoe lurida	509.413498	3	185.8165733	279.8938674	89.07818108	1	-1.05612051	0.01	182.9090867	253.5797335	44.58262151	3	-1.585161312	0.03
BN001681_BNSZS00486_Nymphalidae_Limenitidinae_Adoliadini_Cynandra_opis	Nymphalidae	Cynandra opis	325.050735	1	88.4818	269.9847631	90.83492974	1	-1.998162641	0.01	88.4818	265.0493023	94.55331608	2	-1.867385615	0.02
BN001689_LEP37080_Nymphalidae_Cyrestinae_Cyrestini_Cyrestis_acilia	Nymphalidae	Cyrestis acilia	325.050862	1	84.9278	296.2446802	127.5391015	1	-1.656879167	0.01	84.9278	260.5485392	58.64510628	1	-2.994635875	0.01
DL01P214_X_Nymphalidae_Cyrestinae_Cyrestini_Cyrestis_nivea_X_ME	Nymphalidae	Cyrestis nivea	325.050862	1	84.9278	296.2446802	127.5391015	1	-1.656879167	0.01	84.9278	260.5485392	58.64510628	1	-2.994635875	0.01
BN006980_LEP79223_Nymphalidae_Satyrinae_Satyrini_Daedalma_dinias	Nymphalidae	Daedalma dinias	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
GCA0049599151_X_Nymphalidae_Danainae_Danaini_Danaus_chrysippus	Nymphalidae	Danaus chrysippus	325.050552	1	61.789	285.9748082	110.937476	1	-2.020830258	0.01	61.789	277.1387464	106.3731307	1	-2.024475025	0.01
SRR1552522_X_Nymphalidae_Danainae_Danaini_Danaus_eresimus	Nymphalidae	Danaus eresimus	385.098052	2	126.8333	269.1173377	102.9545458	3.5	-1.382008309	0.035	126.8333	274.3087452	99.84379266	2	-1.47706173	0.02
SRR1552521_X_Nymphalidae_Danainae_Danaini_Danaus_erippus	Nymphalidae	Danaus erippus	325.050552	1	61.789	285.9748082	110.937476	1	-2.020830258	0.01	61.789	277.1387464	106.3731307	1	-2.024475025	0.01
BN007172_LEP43439_Nymphalidae_Danainae_Danaini_Danaus_gilippus	Nymphalidae	Danaus gilippus	325.050552	1	61.789	285.9748082	110.937476	1	-2.020830258	0.01	61.789	277.1387464	106.3731307	1	-2.024475025	0.01
SRR8890683_X_Nymphalidae_Danainae_Danaini_Danaus_melanippus	Nymphalidae	Danaus melanippus	645.278466	4	222.2299637	277.0911177	72.73098291	6	-0.754302387	0.06	199.8235865	248.7019598	38.51792536	7	-1.26897731	0.07
DanausR_X_Nymphalidae_Danainae_Danaini_Danaus_plexippus	Nymphalidae	Danaus plexippus	325.050552	1	61.789	285.9748082	110.937476	1	-2.020830258	0.01	61.789	277.1387464	106.3731307	1	-2.024475025	0.01
BN006899_LEP78430_Nymphalidae_Satyrinae_Brassolini_Dasyophthalma_rusina	Nymphalidae	Dasyophthalma rusina	431.784452	2	213.46789	261.5047428	72.74040673	7	-0.660387465	0.07	213.46789	300.4136763	131.814826	5	-0.659605516	0.05
BN006278_FH18Z054_Nymphalidae_Satyrinae_Satyrini_Davidina_armandi	Nymphalidae	Davidina armandi	325.050752	1	89.2401	261.6434252	60.01551743	1	-2.872645818	0.01	89.2401	280.9192883	112.6336429	1	-1.701793384	0.01
LEP22840_X_Nymphalidae_Biblidinae_Callicorini_Diaethria_anna_X_ME	Nymphalidae	Diaethria anna	325.050872	1	142.37061	268.1530754	92.5625558	3	-1.358891447	0.03	142.37061	276.6495338	96.91061362	1	-1.385595641	0.01
BN002927_LEP36849_Nymphalidae_Biblidinae_Callicorini_Diaethria_clymena	Nymphalidae	Diaethria clymena	443.629925	2	237.158383	262.4218897	95.66677789	32	-0.26407816	0.32	237.158383	273.4116013	94.99545693	20	-0.381631075	0.2
DL09X138_X_Nymphalidae_Pseudergolinae_Pseudergolini_Dichorragia_nesimachus_X_ME	Nymphalidae	Dichorragia nesimachus	325.050662	1	136.383	267.5771089	81.00723472	1	-1.619535704	0.01	136.383	272.3842527	99.76728863	1	-1.363184813	0.01
BN004856_VN16D020_Nymphalidae_Apaturinae_X_Dilipa_morgiana	Nymphalidae	Dilipa morgiana	325.050872	1	142.37061	268.1530754	92.5625558	3	-1.358891447	0.03	142.37061	276.6495338	96.91061362	1	-1.385595641	0.01
BN006920_LEP78420_Nymphalidae_Satyrinae_Dirini_Dingana_dingana	Nymphalidae	Dingana dingana	460.809261	2	271.517039	270.9509329	91.77171231	71	0.006168634	0.71	271.517039	294.0853042	128.2395551	71	-0.175985211	0.71
BN004356_RV04I654_Nymphalidae_Heliconiinae_Heliconiini_Dione_juno	Nymphalidae	Dione juno	325.050658	1	116.5963	291.6283531	115.1303851	1	-1.520294168	0.01	116.5963	254.3942046	64.64503596	3	-2.131608446	0.03
BN007028_LEP79391_Nymphalidae_Satyrinae_Dirini_Dira_clytus	Nymphalidae	Dira clytus	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN001699_LEP41130_Nymphalidae_Danainae_Ithomiini_Dircenna_jemina	Nymphalidae	Dircenna jemina	325.050802	1	79.32	268.0183945	81.10640531	1	-2.326553541	0.01	79.32	278.6928716	106.9361608	1	-1.864410225	0.01
BN004166_HD16P153_Nymphalidae_Satyrinae_Amathusiini_Discophora_celinde	Nymphalidae	Discophora celinde	431.784452	2	213.46789	261.5047428	72.74040673	7	-0.660387465	0.07	213.46789	300.4136763	131.814826	5	-0.659605516	0.05
BN001702_LEP35930_Nymphalidae_Nymphalinae_Kallimini_Doleschallia_bisaltide	Nymphalidae	Doleschallia bisaltide	517.296632	3	207.2106133	276.010091	88.06914065	3	-0.781198467	0.03	172.11774	248.5808458	38.69240176	1	-1.976178845	0.01
BN004411_DL12E025_Nymphalidae_Nymphalinae_Kallimini_Doleschallia_polibete	Nymphalidae	Doleschallia polibete	325.049922	1	69.4758	267.8434632	106.2759763	3	-1.866533435	0.03	69.4758	254.6821017	45.77850009	1	-4.04570489	0.01
LEP19545_X_Nymphalidae_Apaturinae_X_Doxocopa_agathina_X_ME	Nymphalidae	Doxocopa agathina	325.050872	1	142.37061	268.1530754	92.5625558	3	-1.358891447	0.03	142.37061	276.6495338	96.91061362	1	-1.385595641	0.01
BN005431_LEP58526_Nymphalidae_Heliconiinae_Heliconiini_Dryadula_phaetusa	Nymphalidae	Dryadula phaetusa	325.050658	1	116.5963	291.6283531	115.1303851	1	-1.520294168	0.01	116.5963	254.3942046	64.64503596	3	-2.131608446	0.03
BN001706_LEP29616_Nymphalidae_Heliconiinae_Heliconiini_Dryas_iulia	Nymphalidae	Dryas iulia	325.050658	1	116.5963	291.6283531	115.1303851	1	-1.520294168	0.01	116.5963	254.3942046	64.64503596	3	-2.131608446	0.03
BN006910_LEP79128_Nymphalidae_Satyrinae_Haeterini_Dulcedo_polita	Nymphalidae	Dulcedo polita	444.822632	2	239.54415	271.3098609	90.26627871	24	-0.35191116	0.24	239.54415	287.0255139	117.7855541	24	-0.40311704	0.24
BN001708_LEP47829_Nymphalidae_Nymphalinae_Melitaeini_Dymasia_dymas	Nymphalidae	Dymasia dymas	325.049922	1	69.4758	267.8434632	106.2759763	3	-1.866533435	0.03	69.4758	254.6821017	45.77850009	1	-4.04570489	0.01
LEP22836_X_Nymphalidae_Biblidinae_Eubagini_Dynamine_postverta_X_ME	Nymphalidae	Dynamine postverta	325.050651	1	123.7924	272.6642312	91.88160599	2	-1.620257173	0.02	123.7924	279.6619548	101.2440154	1	-1.539543392	0.01
BN005816_05srnp65198_Nymphalidae_Satyrinae_Brassolini_Dynastor_darius	Nymphalidae	Dynastor darius	325.051232	1	63.5784	295.4120291	128.5725013	1	-1.803135405	0.01	63.5784	269.4707314	92.13504554	1	-2.234679868	0.01
BN005576_HB18C001_Nymphalidae_Satyrinae_Satyrini_Elina_montrolii	Nymphalidae	Elina montrolii	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN001710_HD14B123_Nymphalidae_Satyrinae_Elymniini_Elymnias_hypermnestra	Nymphalidae	Elymnias hypermnestra	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
DL03X010_X_Nymphalidae_Satyrinae_Elymniini_Elymnias_nesaea_X_ME	Nymphalidae	Elymnias nesaea	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
BN001712_BNSZS00001_Nymphalidae_Satyrinae_Elymniini_Elymnias_bammakoo	Nymphalidae	Elymniopsis bammakoo	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
BN007061_RV04I777_Nymphalidae_Danainae_Ithomiini_Elzunia_pavonii	Nymphalidae	Elzunia pavonii	325.050552	1	61.789	285.9748082	110.937476	1	-2.020830258	0.01	61.789	277.1387464	106.3731307	1	-2.024475025	0.01
BN004743_AC18052_Nymphalidae_Biblidinae_Epiphilini_Epiphile_orea	Nymphalidae	Epiphile orea	325.050844	1	121.5324	257.0776972	63.14409439	2	-2.146602916	0.02	121.5324	275.3480221	97.66303439	1	-1.574962554	0.01
BN005439_LEP58684_Nymphalidae_Danainae_Ithomiini_Episcada_salvinia	Nymphalidae	Episcada salvinia	325.050802	1	79.32	268.0183945	81.10640531	1	-2.326553541	0.01	79.32	278.6928716	106.9361608	1	-1.864410225	0.01
BN001716_LEP53116_Nymphalidae_Danainae_Ithomiini_Epityches_eupompe	Nymphalidae	Epityches eupompe	325.050802	1	79.32	268.0183945	81.10640531	1	-2.326553541	0.01	79.32	278.6928716	106.9361608	1	-1.864410225	0.01
LEP22822_X_Nymphalidae_Satyrinae_Satyrini_Erebia_epiphron_X_ME	Nymphalidae	Erebia epiphron	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN001719_MY2016088_Nymphalidae_Satyrinae_Satyrini_Erebia_ligea	Nymphalidae	Erebia ligea	418.872232	2	187.64298	258.5362893	61.37136323	3	-1.155152917	0.03	187.64298	287.8263409	116.4519711	1	-0.860297683	0.01
BN004304_RV06A126_Nymphalidae_Satyrinae_Satyrini_Eretris_porphyria	Nymphalidae	Eretris porphyria	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN001728_LEP32871_Nymphalidae_Satyrinae_Brassolini_Eryphanis_automedon	Nymphalidae	Eryphanis automedon	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN001730_LEP53112_Nymphalidae_Satyrinae_Satyrini_Eteona_tisiphone	Nymphalidae	Eteona tisiphone	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN007070_LEP79694_Nymphalidae_Apaturinae_X_Euapatura_mirza	Nymphalidae	Euapatura mirza	325.050862	1	148.3419	278.5701029	105.3308628	1	-1.236372696	0.01	148.3419	278.9986658	106.8935959	3	-1.222306769	0.03
BN001732_LEP53319_Nymphalidae_Heliconiinae_Heliconiini_Eueides_isabella	Nymphalidae	Eueides isabella	325.050658	1	116.5963	291.6283531	115.1303851	1	-1.520294168	0.01	116.5963	254.3942046	64.64503596	3	-2.131608446	0.03
BN004343_NP03R027_Nymphalidae_Biblidinae_Epicaliini_Eunica_monima	Nymphalidae	Eunica monima	404.968324	2	208.08895	271.4902224	91.10461167	3	-0.695917267	0.03	208.08895	269.2563146	81.03266493	3	-0.754848241	0.03
RF140021_X_Nymphalidae_Limenitidinae_Adoliadini_Euphaedra_neophron_X_ME	Nymphalidae	Euphaedra neophron	325.050844	1	121.5324	257.0776972	63.14409439	2	-2.146602916	0.02	121.5324	275.3480221	97.66303439	1	-1.574962554	0.01
BN001736_LEP28798_Nymphalidae_Nymphalinae_Melitaeini_Euphydryas_editha	Nymphalidae	Euphydryas editha	463.343872	4	100.5566633	271.8420905	65.28431253	1	-2.623684321	0.01	89.5704775	244.9385644	47.18109778	1	-3.293015512	0.01
BN004536_HD14B023_Nymphalidae_Danainae_Danaini_Euploea_phaenareta	Nymphalidae	Euploea phaenareta	448.785462	2	247.46965	295.9471407	128.0335418	46	-0.378631178	0.46	247.46965	265.4488938	84.44930206	53	-0.212899851	0.53
BN001740_LEP31454_Nymphalidae_Danainae_Danaini_Euploea_radamanthus	Nymphalidae	Euploea radamanthus	325.050862	1	84.9278	296.2446802	127.5391015	1	-1.656879167	0.01	84.9278	260.5485392	58.64510628	1	-2.994635875	0.01
BN001742_LEP29966_Nymphalidae_Heliconiinae_Argynnini_Euptoieta_claudia	Nymphalidae	Euptoieta claudia	1376.269646	11	239.3262159	274.6066557	43.78052096	4	-0.805847878	0.04	191.5068316	216.9573719	21.47169191	10	-1.1853067	0.1
LEP09835_X_Nymphalidae_Satyrinae_Satyrini_Optimandes_eugenia_X_ME	Nymphalidae	Euptychoides eugenia	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN001753_BNSZS00117_Nymphalidae_Limenitidinae_Adoliadini_Euriphene_amicia	Nymphalidae	Euriphene amicia	325.050484	1	103.4133	273.7663316	99.55306905	1	-1.711178101	0.01	103.4133	266.9302666	81.08632444	1	-2.016578847	0.01
BN004455_DL16V254_Nymphalidae_Apaturinae_X_Euripus_nyctelius	Nymphalidae	Euripus nyctelius	511.220862	3	199.24834	282.3859241	97.77745608	2	-0.850273544	0.02	173.09328	258.9405437	48.1376442	2	-1.783370688	0.02
BN001760_BNSZS00165_Nymphalidae_Biblidinae_Biblidini_Eurytela_dryope	Nymphalidae	Eurytela dryope	671.623043	4	237.5402677	268.2111096	58.54452402	16	-0.523889167	0.16	225.4154523	248.6595173	42.24433674	25	-0.55022914	0.25
BN001703_LEP47428_Nymphalidae_Limenitidinae_Adoliadini_Euthalia_evelina	Nymphalidae	Euthalia evelina	778.060572	5	235.431391	268.8788019	54.6961693	8	-0.61151286	0.08	219.1686546	235.5201246	37.89555943	30	-0.431487757	0.3
BN003532_LEP59474_Nymphalidae_Limenitidinae_Adoliadini_Euthalia_lubentina	Nymphalidae	Euthalia lubentina	325.050922	1	94.848	277.607756	105.5294331	1	-1.731836803	0.01	94.848	293.3431802	121.2403937	1	-1.637203363	0.01
BN001782_HD16P208_Nymphalidae_Limenitidinae_Adoliadini_Euthaliopsis_aetion	Nymphalidae	Euthaliopsis aetion	325.050687	1	121.1138	252.0155277	65.86147719	4	-1.987531001	0.04	121.1138	256.8992319	60.98675897	1	-2.226473979	0.01
BN007163_LEP79180_Nymphalidae_Danainae_Ithomiini_Eutresis_hypereia	Nymphalidae	Eutresis hypereia	325.050802	1	79.32	268.0183945	81.10640531	1	-2.326553541	0.01	79.32	278.6928716	106.9361608	1	-1.864410225	0.01
BN006227_BM18L007_Nymphalidae_Charaxinae_Euxanthini_Euxanthe_eurinome	Nymphalidae	Euxanthe eurinome	443.629754	2	237.158162	287.1107025	116.8394156	26	-0.427531584	0.26	237.158162	270.2307981	90.80249053	19	-0.364226091	0.19
BN001550_LEP34969_Nymphalidae_Limenitidinae_Adoliadini_Evena_crithea	Nymphalidae	Evena crithea	448.785144	2	186.9835947	268.2078043	70.26849027	1	-1.155912263	0.01	126.4981973	248.7907888	41.24669195	1	-2.964906655	0.01
BN004143_VN16D088_Nymphalidae_Satyrinae_Amathusiini_Faunis_eumeus	Nymphalidae	Faunis eumeus	561.699932	3	237.61426	265.4203024	66.56768994	20	-0.41771079	0.2	235.68412	252.6501649	45.59699437	22	-0.372086913	0.22
MGCLLOAN050_X_Nymphalidae_Satyrinae_Satyrini_Forsterinaria_pronophila_X_ME	Nymphalidae	Forsterinaria pronophila	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN001792_LEP50115_Nymphalidae_Charaxinae_Anaeini_Fountainea_nessus	Nymphalidae	Fountainea nessus	325.050262	1	93.3981	268.1143526	92.12425734	1	-1.896528207	0.01	93.3981	283.1599767	107.3072351	1	-1.768397783	0.01
BN004329_AAM97U340_Nymphalidae_Satyrinae_Satyrini_Geitoneura_klugii	Nymphalidae	Geitoneura klugii	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN001794_BNSZS00155_Nymphalidae_Satyrinae_Melanitini_Gnophodes_betsimena	Nymphalidae	Gnophodes betsimena	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN005285_LEP43267_Nymphalidae_Danainae_Ithomiini_Godyris_duillia	Nymphalidae	Godyris duillia	325.050802	1	79.32	268.0183945	81.10640531	1	-2.326553541	0.01	79.32	278.6928716	106.9361608	1	-1.864410225	0.01
BN001797_LEP28839_Nymphalidae_Danainae_Ithomiini_Greta_morgane	Nymphalidae	Greta morgane	325.050802	1	79.32	268.0183945	81.10640531	1	-2.326553541	0.01	79.32	278.6928716	106.9361608	1	-1.864410225	0.01
BN001800_LEP31037_Nymphalidae_Satyrinae_Satyrini_Gyrocheilus_patrobas	Nymphalidae	Gyrocheilus patrobas	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN003849_RV06A443_Nymphalidae_Biblidinae_Callicorini_Haematera_pyrame	Nymphalidae	Haematera pyrame	325.050844	1	121.5324	257.0776972	63.14409439	2	-2.146602916	0.02	121.5324	275.3480221	97.66303439	1	-1.574962554	0.01
LEP08915_X_Nymphalidae_Satyrinae_Haeterini_Haetera_piera_X_ME	Nymphalidae	Haetera piera	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
BN005770_LEP58926_Nymphalidae_Biblidinae_Ageroniini_Hamadryas_amphinome	Nymphalidae	Hamadryas amphinome	448.784971	2	247.468919	274.1386198	100.7801128	40	-0.264632575	0.4	247.468919	289.3370159	116.239588	35	-0.360187933	0.35
BN001804_LEP35432_Nymphalidae_Limenitidinae_Adoliadini_Hamanumida_daedalus	Nymphalidae	Hamanumida daedalus	584.697245	3	263.7065033	271.0725053	73.5442897	84	-0.10015736	0.84	255.5878493	251.7536522	48.72664755	85	0.078687891	0.85
BN001807_BNSZS00370_Nymphalidae_Limenitidinae_Cymothoini_Harma_theobene	Nymphalidae	Harma theobene	509.413498	3	185.8165733	279.8938674	89.07818108	1	-1.05612051	0.01	182.9090867	253.5797335	44.58262151	3	-1.585161312	0.03
SRR7702547_X_Nymphalidae_Heliconiinae_Heliconiini_Heliconius_atthis	Nymphalidae	Heliconius atthis	325.050658	1	116.5963	291.6283531	115.1303851	1	-1.520294168	0.01	116.5963	254.3942046	64.64503596	3	-2.131608446	0.03
SRR8883889_X_Nymphalidae_Heliconiinae_Heliconiini_Heliconius_besckei	Nymphalidae	Heliconius besckei	325.050658	1	116.5963	291.6283531	115.1303851	1	-1.520294168	0.01	116.5963	254.3942046	64.64503596	3	-2.131608446	0.03
BN001809_LEP33022_Nymphalidae_Heliconiinae_Heliconiini_Heliconius_charithonia	Nymphalidae	Heliconius charithonia	325.050658	1	116.5963	291.6283531	115.1303851	1	-1.520294168	0.01	116.5963	254.3942046	64.64503596	3	-2.131608446	0.03
GCA9000682351_X_Nymphalidae_Heliconiinae_Heliconiini_Heliconius_cydno_alithea	Nymphalidae	Heliconius cydno	325.050658	1	116.5963	291.6283531	115.1303851	1	-1.520294168	0.01	116.5963	254.3942046	64.64503596	3	-2.131608446	0.03
